"자치구별(1)","시군구별",경제활동별(1),2021,2021
"자치구별(1)","자치구별(2)",경제활동별(1),당해년가격,2015년 기준년 연쇄가격
"서울시","소계",지역내총생산(시장가격),472040199,431678812
"서울시","소계",순생산물세,47051092,40172381
"서울시","소계",총부가가치(기초가격),424989107,391384648
"서울시","소계",농·림·어업,365950,440369
"서울시","소계",광업,12820,17182
"서울시","소계",제조업,15683182,14916563
"서울시","소계",전기 가스 증기 및 공기조절 공급업,1548345,2887553
"서울시","소계",건설업,13328297,10758261
"서울시","소계",도매 및 소매업,62468292,62276057
"서울시","소계",운수 및 창고업,11208580,9896426
"서울시","소계",숙박 및 음식점업,9755973,8577385
"서울시","소계",정보통신업,60261592,54583710
"서울시","소계",금융 및 보험업,62755043,60068929
"서울시","소계",부동산업,46172600,44239308
"서울시","소계",사업서비스업,68408201,59009955
"서울시","소계",공공행정 국방 및 사회보장행정,17567088,14802383
"서울시","소계",교육서비스업,20329970,18626104
"서울시","소계",보건업 및 사회복지서비스업,23092177,21092132
"서울시","소계",문화 및 기타 서비스업,12030997,10631863
"서울시","종로구",지역내총생산(시장가격),35719537,32961063
"서울시","종로구",순생산물세,4348737,3705171
"서울시","종로구",총부가가치(기초가격),31370800,29220243
"서울시","종로구",농·림·어업,7422,8596
"서울시","종로구",광업,8547,12687
"서울시","종로구",제조업,426443,403305
"서울시","종로구",전기 가스 증기 및 공기조절 공급업,49934,92680
"서울시","종로구",건설업,319247,258608
"서울시","종로구",도매 및 소매업,2673115,2666794
"서울시","종로구",운수 및 창고업,1001801,756109
"서울시","종로구",숙박 및 음식점업,492446,429454
"서울시","종로구",정보통신업,3273048,3023596
"서울시","종로구",금융 및 보험업,9833520,9916414
"서울시","종로구",부동산업,1919167,1886564
"서울시","종로구",사업서비스업,3679029,3274022
"서울시","종로구",공공행정 국방 및 사회보장행정,4929964,4135970
"서울시","종로구",교육서비스업,878025,806026
"서울시","종로구",보건업 및 사회복지서비스업,1318386,1201441
"서울시","종로구",문화 및 기타 서비스업,560708,523718
"서울시","중구",지역내총생산(시장가격),61342710,58648964
"서울시","중구",순생산물세,8179882,6965641
"서울시","중구",총부가가치(기초가격),53162829,51551699
"서울시","중구",농·림·어업,38,39
"서울시","중구",광업,28,29
"서울시","중구",제조업,1206633,1111255
"서울시","중구",전기 가스 증기 및 공기조절 공급업,60976,112535
"서울시","중구",건설업,508164,412801
"서울시","중구",도매 및 소매업,6617073,6594374
"서울시","중구",운수 및 창고업,1772309,1517211
"서울시","중구",숙박 및 음식점업,833748,767361
"서울시","중구",정보통신업,6485642,6918695
"서울시","중구",금융 및 보험업,24118787,24015811
"서울시","중구",부동산업,1119070,1085447
"서울시","중구",사업서비스업,5530983,4946779
"서울시","중구",공공행정 국방 및 사회보장행정,2830245,2404605
"서울시","중구",교육서비스업,723312,663179
"서울시","중구",보건업 및 사회복지서비스업,794163,728854
"서울시","중구",문화 및 기타 서비스업,561658,517575
"서울시","용산구",지역내총생산(시장가격),13294640,12265442
"서울시","용산구",순생산물세,1225150,1047670
"서울시","용산구",총부가가치(기초가격),12069490,11216274
"서울시","용산구",농·림·어업,5635,7007
"서울시","용산구",광업,-,-
"서울시","용산구",제조업,177356,167332
"서울시","용산구",전기 가스 증기 및 공기조절 공급업,45749,85478
"서울시","용산구",건설업,280225,226077
"서울시","용산구",도매 및 소매업,2250336,2243699
"서울시","용산구",운수 및 창고업,281468,264108
"서울시","용산구",숙박 및 음식점업,398023,350965
"서울시","용산구",정보통신업,1499537,1522713
"서울시","용산구",금융 및 보험업,520683,487382
"서울시","용산구",부동산업,1753612,1682083
"서울시","용산구",사업서비스업,2183971,1923204
"서울시","용산구",공공행정 국방 및 사회보장행정,1436921,1205316
"서울시","용산구",교육서비스업,368986,339010
"서울시","용산구",보건업 및 사회복지서비스업,357002,326389
"서울시","용산구",문화 및 기타 서비스업,509987,468348
"서울시","성동구",지역내총생산(시장가격),13999893,12745979
"서울시","성동구",순생산물세,1352870,1155145
"서울시","성동구",총부가가치(기초가격),12647023,11588912
"서울시","성동구",농·림·어업,388,352
"서울시","성동구",광업,168,172
"서울시","성동구",제조업,1534796,1445003
"서울시","성동구",전기 가스 증기 및 공기조절 공급업,59090,109516
"서울시","성동구",건설업,538701,435539
"서울시","성동구",도매 및 소매업,2618722,2611926
"서울시","성동구",운수 및 창고업,302116,280052
"서울시","성동구",숙박 및 음식점업,251312,217272
"서울시","성동구",정보통신업,1456773,1333749
"서울시","성동구",금융 및 보험업,231393,221183
"서울시","성동구",부동산업,1399153,1337216
"서울시","성동구",사업서비스업,2455686,2077686
"서울시","성동구",공공행정 국방 및 사회보장행정,183804,156112
"서울시","성동구",교육서비스업,770965,708455
"서울시","성동구",보건업 및 사회복지서비스업,427523,390517
"서울시","성동구",문화 및 기타 서비스업,416433,345315
"서울시","광진구",지역내총생산(시장가격),6554954,6005449
"서울시","광진구",순생산물세,527928,451924
"서울시","광진구",총부가가치(기초가격),6027026,5553429
"서울시","광진구",농·림·어업,147,140
"서울시","광진구",광업,-,-
"서울시","광진구",제조업,239093,215895
"서울시","광진구",전기 가스 증기 및 공기조절 공급업,53099,98786
"서울시","광진구",건설업,352326,284733
"서울시","광진구",도매 및 소매업,825666,821839
"서울시","광진구",운수 및 창고업,138824,128853
"서울시","광진구",숙박 및 음식점업,325153,291931
"서울시","광진구",정보통신업,240910,226462
"서울시","광진구",금융 및 보험업,205533,192980
"서울시","광진구",부동산업,994240,948575
"서울시","광진구",사업서비스업,837482,726357
"서울시","광진구",공공행정 국방 및 사회보장행정,211197,178873
"서울시","광진구",교육서비스업,711600,655446
"서울시","광진구",보건업 및 사회복지서비스업,603065,551126
"서울시","광진구",문화 및 기타 서비스업,288692,253582
"서울시","동대문구",지역내총생산(시장가격),7711273,7065684
"서울시","동대문구",순생산물세,682909,583755
"서울시","동대문구",총부가가치(기초가격),7028364,6482126
"서울시","동대문구",농·림·어업,138,127
"서울시","동대문구",광업,75,58
"서울시","동대문구",제조업,446807,411870
"서울시","동대문구",전기 가스 증기 및 공기조절 공급업,48459,90391
"서울시","동대문구",건설업,513765,414979
"서울시","동대문구",도매 및 소매업,1180160,1176082
"서울시","동대문구",운수 및 창고업,153463,142883
"서울시","동대문구",숙박 및 음식점업,225481,196284
"서울시","동대문구",정보통신업,110672,109446
"서울시","동대문구",금융 및 보험업,290324,279171
"서울시","동대문구",부동산업,1046161,1000782
"서울시","동대문구",사업서비스업,783306,657164
"서울시","동대문구",공공행정 국방 및 사회보장행정,227520,192878
"서울시","동대문구",교육서비스업,937424,864686
"서울시","동대문구",보건업 및 사회복지서비스업,753251,687867
"서울시","동대문구",문화 및 기타 서비스업,311359,273011
"서울시","중랑구",지역내총생산(시장가격),4860242,4470300
"서울시","중랑구",순생산물세,404704,346182
"서울시","중랑구",총부가가치(기초가격),4455538,4124146
"서울시","중랑구",농·림·어업,1774,1612
"서울시","중랑구",광업,518,535
"서울시","중랑구",제조업,316935,290961
"서울시","중랑구",전기 가스 증기 및 공기조절 공급업,45660,85437
"서울시","중랑구",건설업,393754,317225
"서울시","중랑구",도매 및 소매업,628094,625143
"서울시","중랑구",운수 및 창고업,216648,201735
"서울시","중랑구",숙박 및 음식점업,175888,152003
"서울시","중랑구",정보통신업,107169,105237
"서울시","중랑구",금융 및 보험업,101884,98964
"서울시","중랑구",부동산업,753342,718937
"서울시","중랑구",사업서비스업,331242,287885
"서울시","중랑구",공공행정 국방 및 사회보장행정,193873,164582
"서울시","중랑구",교육서비스업,431740,396527
"서울시","중랑구",보건업 및 사회복지서비스업,487949,446992
"서울시","중랑구",문화 및 기타 서비스업,269069,232584
"서울시","성북구",지역내총생산(시장가격),6371894,5831556
"서울시","성북구",순생산물세,439599,377068
"서울시","성북구",총부가가치(기초가격),5932295,5454586
"서울시","성북구",농·림·어업,465,444
"서울시","성북구",광업,-,-
"서울시","성북구",제조업,136232,132953
"서울시","성북구",전기 가스 증기 및 공기조절 공급업,56898,106470
"서울시","성북구",건설업,292718,236127
"서울시","성북구",도매 및 소매업,574134,570809
"서울시","성북구",운수 및 창고업,119667,110965
"서울시","성북구",숙박 및 음식점업,222261,192274
"서울시","성북구",정보통신업,174786,164912
"서울시","성북구",금융 및 보험업,142383,143936
"서울시","성북구",부동산업,1069052,1016533
"서울시","성북구",사업서비스업,797585,672459
"서울시","성북구",공공행정 국방 및 사회보장행정,209023,177414
"서울시","성북구",교육서비스업,1242506,1146836
"서울시","성북구",보건업 및 사회복지서비스업,651849,596384
"서울시","성북구",문화 및 기타 서비스업,242736,211144
"서울시","강북구",지역내총생산(시장가격),3462961,3174135
"서울시","강북구",순생산물세,315027,269281
"서울시","강북구",총부가가치(기초가격),3147933,2904512
"서울시","강북구",농·림·어업,578,559
"서울시","강북구",광업,-,-
"서울시","강북구",제조업,95320,88951
"서울시","강북구",전기 가스 증기 및 공기조절 공급업,38823,72620
"서울시","강북구",건설업,221657,178398
"서울시","강북구",도매 및 소매업,346631,344531
"서울시","강북구",운수 및 창고업,125723,116752
"서울시","강북구",숙박 및 음식점업,166570,144309
"서울시","강북구",정보통신업,99965,91951
"서울시","강북구",금융 및 보험업,226237,207678
"서울시","강북구",부동산업,519309,495262
"서울시","강북구",사업서비스업,222590,199049
"서울시","강북구",공공행정 국방 및 사회보장행정,177067,150335
"서울시","강북구",교육서비스업,290329,267291
"서울시","강북구",보건업 및 사회복지서비스업,414673,379709
"서울시","강북구",문화 및 기타 서비스업,202465,175394
"서울시","도봉구",지역내총생산(시장가격),3490683,3212809
"서울시","도봉구",순생산물세,277029,237044
"서울시","도봉구",총부가가치(기초가격),3213654,2975943
"서울시","도봉구",농·림·어업,982,915
"서울시","도봉구",광업,-,-
"서울시","도봉구",제조업,90077,84277
"서울시","도봉구",전기 가스 증기 및 공기조절 공급업,39069,73076
"서울시","도봉구",건설업,253502,203729
"서울시","도봉구",도매 및 소매업,375126,373142
"서울시","도봉구",운수 및 창고업,145716,135532
"서울시","도봉구",숙박 및 음식점업,126716,109614
"서울시","도봉구",정보통신업,53219,55558
"서울시","도봉구",금융 및 보험업,68684,69070
"서울시","도봉구",부동산업,623799,594354
"서울시","도봉구",사업서비스업,292509,258025
"서울시","도봉구",공공행정 국방 및 사회보장행정,253225,214049
"서울시","도봉구",교육서비스업,338436,311259
"서울시","도봉구",보건업 및 사회복지서비스업,351932,322960
"서울시","도봉구",문화 및 기타 서비스업,200663,171623
"서울시","노원구",지역내총생산(시장가격),6728358,6193137
"서울시","노원구",순생산물세,524440,449499
"서울시","노원구",총부가가치(기초가격),6203918,5742857
"서울시","노원구",농·림·어업,1199,1129
"서울시","노원구",광업,-,-
"서울시","노원구",제조업,142220,136670
"서울시","노원구",전기 가스 증기 및 공기조절 공급업,61910,115991
"서울시","노원구",건설업,209573,169105
"서울시","노원구",도매 및 소매업,570349,566577
"서울시","노원구",운수 및 창고업,223299,208235
"서울시","노원구",숙박 및 음식점업,245787,211967
"서울시","노원구",정보통신업,107405,106768
"서울시","노원구",금융 및 보험업,349313,332133
"서울시","노원구",부동산업,1217510,1159828
"서울시","노원구",사업서비스업,480920,410647
"서울시","노원구",공공행정 국방 및 사회보장행정,216834,184009
"서울시","노원구",교육서비스업,1192723,1096269
"서울시","노원구",보건업 및 사회복지서비스업,937886,857431
"서울시","노원구",문화 및 기타 서비스업,246989,209504
"서울시","은평구",지역내총생산(시장가격),5112192,4665746
"서울시","은평구",순생산물세,412175,352769
"서울시","은평구",총부가가치(기초가격),4700018,4313134
"서울시","은평구",농·림·어업,2191,2026
"서울시","은평구",광업,-,-
"서울시","은평구",제조업,79336,74650
"서울시","은평구",전기 가스 증기 및 공기조절 공급업,57807,108309
"서울시","은평구",건설업,429309,346746
"서울시","은평구",도매 및 소매업,445171,442340
"서울시","은평구",운수 및 창고업,166630,155069
"서울시","은평구",숙박 및 음식점업,211824,183038
"서울시","은평구",정보통신업,157786,149070
"서울시","은평구",금융 및 보험업,143112,138200
"서울시","은평구",부동산업,1114172,1060444
"서울시","은평구",사업서비스업,293795,250468
"서울시","은평구",공공행정 국방 및 사회보장행정,207591,176122
"서울시","은평구",교육서비스업,492085,452551
"서울시","은평구",보건업 및 사회복지서비스업,688263,631447
"서울시","은평구",문화 및 기타 서비스업,210945,178549
"서울시","서대문구",지역내총생산(시장가격),9039083,8222269
"서울시","서대문구",순생산물세,802009,685672
"서울시","서대문구",총부가가치(기초가격),8237074,7535875
"서울시","서대문구",농·림·어업,57248,71511
"서울시","서대문구",광업,-,-
"서울시","서대문구",제조업,81604,80846
"서울시","서대문구",전기 가스 증기 및 공기조절 공급업,45210,84554
"서울시","서대문구",건설업,375385,303107
"서울시","서대문구",도매 및 소매업,753877,750369
"서울시","서대문구",운수 및 창고업,130346,122768
"서울시","서대문구",숙박 및 음식점업,255224,223225
"서울시","서대문구",정보통신업,346723,309353
"서울시","서대문구",금융 및 보험업,720799,641714
"서울시","서대문구",부동산업,1167927,1114146
"서울시","서대문구",사업서비스업,1019169,898457
"서울시","서대문구",공공행정 국방 및 사회보장행정,753725,633614
"서울시","서대문구",교육서비스업,1393898,1287040
"서울시","서대문구",보건업 및 사회복지서비스업,957245,873075
"서울시","서대문구",문화 및 기타 서비스업,178693,154949
"서울시","마포구",지역내총생산(시장가격),21399314,19604417
"서울시","마포구",순생산물세,1577137,1352491
"서울시","마포구",총부가가치(기초가격),19822177,18253169
"서울시","마포구",농·림·어업,750,679
"서울시","마포구",광업,43,44
"서울시","마포구",제조업,284942,270642
"서울시","마포구",전기 가스 증기 및 공기조절 공급업,68968,128460
"서울시","마포구",건설업,460034,371094
"서울시","마포구",도매 및 소매업,2452371,2441960
"서울시","마포구",운수 및 창고업,837136,769380
"서울시","마포구",숙박 및 음식점업,554793,483764
"서울시","마포구",정보통신업,6941928,6376154
"서울시","마포구",금융 및 보험업,714396,648106
"서울시","마포구",부동산업,1805625,1725762
"서울시","마포구",사업서비스업,3319091,2947552
"서울시","마포구",공공행정 국방 및 사회보장행정,256794,217172
"서울시","마포구",교육서비스업,973539,888715
"서울시","마포구",보건업 및 사회복지서비스업,578679,532291
"서울시","마포구",문화 및 기타 서비스업,573088,514639
"서울시","양천구",지역내총생산(시장가격),7356067,6772156
"서울시","양천구",순생산물세,578680,495594
"서울시","양천구",총부가가치(기초가격),6777387,6275699
"서울시","양천구",농·림·어업,268,245
"서울시","양천구",광업,75,77
"서울시","양천구",제조업,192162,182058
"서울시","양천구",전기 가스 증기 및 공기조절 공급업,62818,117878
"서울시","양천구",건설업,267559,215522
"서울시","양천구",도매 및 소매업,682784,679035
"서울시","양천구",운수 및 창고업,315276,294258
"서울시","양천구",숙박 및 음식점업,223356,192074
"서울시","양천구",정보통신업,744084,710980
"서울시","양천구",금융 및 보험업,310065,287121
"서울시","양천구",부동산업,1552154,1476165
"서울시","양천구",사업서비스업,454684,399099
"서울시","양천구",공공행정 국방 및 사회보장행정,331664,280190
"서울시","양천구",교육서비스업,676346,617127
"서울시","양천구",보건업 및 사회복지서비스업,687628,628828
"서울시","양천구",문화 및 기타 서비스업,276463,233602
"서울시","강서구",지역내총생산(시장가격),18347568,16521315
"서울시","강서구",순생산물세,1321945,1131799
"서울시","강서구",총부가가치(기초가격),17025623,15394239
"서울시","강서구",농·림·어업,12965,11744
"서울시","강서구",광업,-,-
"서울시","강서구",제조업,486228,480451
"서울시","강서구",전기 가스 증기 및 공기조절 공급업,81225,151179
"서울시","강서구",건설업,878172,711731
"서울시","강서구",도매 및 소매업,2046249,2039313
"서울시","강서구",운수 및 창고업,1207931,1064549
"서울시","강서구",숙박 및 음식점업,430150,375788
"서울시","강서구",정보통신업,2494802,2247568
"서울시","강서구",금융 및 보험업,338913,317768
"서울시","강서구",부동산업,2191703,2115483
"서울시","강서구",사업서비스업,4361960,3713960
"서울시","강서구",공공행정 국방 및 사회보장행정,239294,203074
"서울시","강서구",교육서비스업,766757,700913
"서울시","강서구",보건업 및 사회복지서비스업,942817,862566
"서울시","강서구",문화 및 기타 서비스업,546458,451545
"서울시","구로구",지역내총생산(시장가격),14663398,13158416
"서울시","구로구",순생산물세,1239027,1060281
"서울시","구로구",총부가가치(기초가격),13424370,12096513
"서울시","구로구",농·림·어업,1721,1566
"서울시","구로구",광업,-,-
"서울시","구로구",제조업,1281144,1309661
"서울시","구로구",전기 가스 증기 및 공기조절 공급업,60509,112638
"서울시","구로구",건설업,440660,355183
"서울시","구로구",도매 및 소매업,1738959,1733838
"서울시","구로구",운수 및 창고업,327589,304807
"서울시","구로구",숙박 및 음식점업,271294,236770
"서울시","구로구",정보통신업,3262052,2698890
"서울시","구로구",금융 및 보험업,623492,579884
"서울시","구로구",부동산업,1082400,1034612
"서울시","구로구",사업서비스업,2386605,2017479
"서울시","구로구",공공행정 국방 및 사회보장행정,272396,230326
"서울시","구로구",교육서비스업,595225,544494
"서울시","구로구",보건업 및 사회복지서비스업,769723,703799
"서울시","구로구",문화 및 기타 서비스업,310602,267663
"서울시","금천구",지역내총생산(시장가격),17801015,16224045
"서울시","금천구",순생산물세,1447166,1237895
"서울시","금천구",총부가가치(기초가격),16353849,14984157
"서울시","금천구",농·림·어업,191,181
"서울시","금천구",광업,-,-
"서울시","금천구",제조업,2976127,3034339
"서울시","금천구",전기 가스 증기 및 공기조절 공급업,45479,84161
"서울시","금천구",건설업,669625,540186
"서울시","금천구",도매 및 소매업,2233675,2227165
"서울시","금천구",운수 및 창고업,338736,314220
"서울시","금천구",숙박 및 음식점업,191907,166251
"서울시","금천구",정보통신업,4310222,3809466
"서울시","금천구",금융 및 보험업,170914,166513
"서울시","금천구",부동산업,1033376,990355
"서울시","금천구",사업서비스업,3342347,2756579
"서울시","금천구",공공행정 국방 및 사회보장행정,151882,128953
"서울시","금천구",교육서비스업,323986,295929
"서울시","금천구",보건업 및 사회복지서비스업,302611,277367
"서울시","금천구",문화 및 기타 서비스업,262772,221343
"서울시","영등포구",지역내총생산(시장가격),44265877,39718563
"서울시","영등포구",순생산물세,6032294,5134546
"서울시","영등포구",총부가가치(기초가격),38233583,34545791
"서울시","영등포구",농·림·어업,2160,2658
"서울시","영등포구",광업,570,566
"서울시","영등포구",제조업,849965,811282
"서울시","영등포구",전기 가스 증기 및 공기조절 공급업,76897,142428
"서울시","영등포구",건설업,751389,606972
"서울시","영등포구",도매 및 소매업,4333965,4317374
"서울시","영등포구",운수 및 창고업,657943,606421
"서울시","영등포구",숙박 및 음식점업,594609,521594
"서울시","영등포구",정보통신업,4311915,3787584
"서울시","영등포구",금융 및 보험업,15655241,13845161
"서울시","영등포구",부동산업,2142956,2053735
"서울시","영등포구",사업서비스업,5615402,5020877
"서울시","영등포구",공공행정 국방 및 사회보장행정,845196,710868
"서울시","영등포구",교육서비스업,527926,482498
"서울시","영등포구",보건업 및 사회복지서비스업,912065,832704
"서울시","영등포구",문화 및 기타 서비스업,955383,862727
"서울시","동작구",지역내총생산(시장가격),6712864,6051056
"서울시","동작구",순생산물세,521852,446482
"서울시","동작구",총부가가치(기초가격),6191012,5604885
"서울시","동작구",농·림·어업,189,178
"서울시","동작구",광업,-,-
"서울시","동작구",제조업,39010,37496
"서울시","동작구",전기 가스 증기 및 공기조절 공급업,49674,92957
"서울시","동작구",건설업,382906,308309
"서울시","동작구",도매 및 소매업,588808,586248
"서울시","동작구",운수 및 창고업,66962,62186
"서울시","동작구",숙박 및 음식점업,209310,181903
"서울시","동작구",정보통신업,631918,499693
"서울시","동작구",금융 및 보험업,196962,184908
"서울시","동작구",부동산업,1231982,1173687
"서울시","동작구",사업서비스업,725814,630147
"서울시","동작구",공공행정 국방 및 사회보장행정,319942,270298
"서울시","동작구",교육서비스업,821656,754604
"서울시","동작구",보건업 및 사회복지서비스업,723945,662073
"서울시","동작구",문화 및 기타 서비스업,201935,173880
"서울시","관악구",지역내총생산(시장가격),6347562,5912079
"서울시","관악구",순생산물세,454135,389421
"서울시","관악구",총부가가치(기초가격),5893427,5523140
"서울시","관악구",농·림·어업,833,799
"서울시","관악구",광업,14,14
"서울시","관악구",제조업,125103,119102
"서울시","관악구",전기 가스 증기 및 공기조절 공급업,65059,121535
"서울시","관악구",건설업,317111,255888
"서울시","관악구",도매 및 소매업,502811,499847
"서울시","관악구",운수 및 창고업,110809,103200
"서울시","관악구",숙박 및 음식점업,322137,279265
"서울시","관악구",정보통신업,632959,698799
"서울시","관악구",금융 및 보험업,145762,140612
"서울시","관악구",부동산업,958995,916968
"서울시","관악구",사업서비스업,632891,544535
"서울시","관악구",공공행정 국방 및 사회보장행정,221685,188093
"서울시","관악구",교육서비스업,1091054,1004488
"서울시","관악구",보건업 및 사회복지서비스업,486068,445255
"서울시","관악구",문화 및 기타 서비스업,280135,242922
"서울시","서초구",지역내총생산(시장가격),38335706,34665062
"서울시","서초구",순생산물세,3381162,2892205
"서울시","서초구",총부가가치(기초가격),34954544,31771147
"서울시","서초구",농·림·어업,214087,263569
"서울시","서초구",광업,613,634
"서울시","서초구",제조업,643944,586801
"서울시","서초구",전기 가스 증기 및 공기조절 공급업,88080,163086
"서울시","서초구",건설업,910200,733650
"서울시","서초구",도매 및 소매업,5478398,5462162
"서울시","서초구",운수 및 창고업,962260,886353
"서울시","서초구",숙박 및 음식점업,687017,603788
"서울시","서초구",정보통신업,4330742,3843358
"서울시","서초구",금융 및 보험업,2294433,2077928
"서울시","서초구",부동산업,4739750,4538222
"서울시","서초구",사업서비스업,8413102,7219801
"서울시","서초구",공공행정 국방 및 사회보장행정,2131538,1790018
"서울시","서초구",교육서비스업,1337548,1214548
"서울시","서초구",보건업 및 사회복지서비스업,1840512,1678972
"서울시","서초구",문화 및 기타 서비스업,882320,800628
"서울시","강남구",지역내총생산(시장가격),77924019,70278790
"서울시","강남구",순생산물세,7470309,6379194
"서울시","강남구",총부가가치(기초가격),70453710,63901465
"서울시","강남구",농·림·어업,14982,17486
"서울시","강남구",광업,530,501
"서울시","강남구",제조업,2746431,2448062
"서울시","강남구",전기 가스 증기 및 공기조절 공급업,131667,244205
"서울시","강남구",건설업,1528597,1237661
"서울시","강남구",도매 및 소매업,15774804,15751324
"서울시","강남구",운수 및 창고업,707509,669880
"서울시","강남구",숙박 및 음식점업,1406216,1237796
"서울시","강남구",정보통신업,11743676,9424449
"서울시","강남구",금융 및 보험업,4259159,3954256
"서울시","강남구",부동산업,9358051,8976860
"서울시","강남구",사업서비스업,14980780,12894359
"서울시","강남구",공공행정 국방 및 사회보장행정,328423,277782
"서울시","강남구",교육서비스업,1991118,1797947
"서울시","강남구",보건업 및 사회복지서비스업,3809383,3468239
"서울시","강남구",문화 및 기타 서비스업,1672384,1472421
"서울시","송파구",지역내총생산(시장가격),31834324,28909815
"서울시","송파구",순생산물세,2716876,2323187
"서울시","송파구",총부가가치(기초가격),29117448,26587554
"서울시","송파구",농·림·어업,35535,43353
"서울시","송파구",광업,1417,1449
"서울시","송파구",제조업,939283,854136
"서울시","송파구",전기 가스 증기 및 공기조절 공급업,89988,168521
"서울시","송파구",건설업,803211,645634
"서울시","송파구",도매 및 소매업,5425395,5406569
"서울시","송파구",운수 및 창고업,722507,573973
"서울시","송파구",숙박 및 음식점업,644725,562305
"서울시","송파구",정보통신업,6450041,5985812
"서울시","송파구",금융 및 보험업,884533,844592
"서울시","송파구",부동산업,3869357,3693779
"서울시","송파구",사업서비스업,4219678,3405846
"서울시","송파구",공공행정 국방 및 사회보장행정,430738,363603
"서울시","송파구",교육서비스업,954628,872395
"서울시","송파구",보건업 및 사회복지서비스업,2081128,1897559
"서울시","송파구",문화 및 기타 서비스업,1565282,1406486
"서울시","강동구",지역내총생산(시장가격),9364063,8465941
"서울시","강동구",순생산물세,818051,699385
"서울시","강동구",총부가가치(기초가격),8546013,7766414
"서울시","강동구",농·림·어업,4063,3686
"서울시","강동구",광업,222,228
"서울시","강동구",제조업,145994,134116
"서울시","강동구",전기 가스 증기 및 공기조절 공급업,65298,121483
"서울시","강동구",건설업,1230507,986723
"서울시","강동구",도매 및 소매업,1351620,1344358
"서울시","강동구",운수 및 창고업,175912,163768
"서울시","강동구",숙박 및 음식점업,290025,250570
"서울시","강동구",정보통신업,293619,293314
"서울시","강동구",금융 및 보험업,208519,198971
"서울시","강동구",부동산업,1509738,1436534
"서울시","강동구",사업서비스업,1047580,857130
"서울시","강동구",공공행정 국방 및 사회보장행정,206548,175365
"서울시","강동구",교육서비스업,498159,455616
"서울시","강동구",보건업 및 사회복지서비스업,1214430,1108059
"서울시","강동구",문화 및 기타 서비스업,303779,262037
